State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Sex_Ratio,Literacy_Rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,1369597,1371642,1483347,856350,626997,1323667,748939,574728,1066460,257207,1417572,363737,484912,84661,390357,2399901,275970,15422,1377,25510,617,322,22120,194954,566108,5512,45202,597466,220248,817714,232470,344167,281752,225957,143143,100226,19277,1346992,1030640,2377632,1001.0,54.11
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,2064495,2016653,2310960,1338474,972486,2036166,1208544,827622,1679655,356511,2044982,413253,879537,105343,638033,3599372,443456,20463,932,341,1417,309,14858,223016,897970,8606,48299,902997,341431,1244428,462273,720357,582075,331793,162175,144915,23341,2426929,1369069,3795998,977.0,56.63
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,2090204,2083860,2667878,1484794,1183084,1933357,1202223,731134,1669852,263505,2240707,434544,748093,57269,693451,3737588,397870,24129,867,253,1322,358,11677,324406,944555,13763,67087,907970,395900,1303870,522961,770836,673197,548336,265199,246409,36017,3062955,1170993,4233948,997.0,63.92
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,2569688,2584608,3288577,1716933,1571644,2093681,1545831,547850,1748117,345564,3060615,160407,1122046,57853,753375,4983330,77777,77825,738,413,4149,403,9661,479914,1297273,22411,93784,1199479,406362,1605841,669420,947606,797497,521562,271809,263023,47702,3518619,1524603,5043222,1006.0,63.8
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,2440521,2447292,2960441,1634726,1325715,2381624,1442370,939254,2106326,275298,2506189,302341,1227956,47436,803891,4217597,559770,89763,764,323,3282,332,15982,648568,1186028,19383,80434,1069877,513113,1582990,736270,845810,674957,453446,246580,221924,30279,3209266,1474349,4683615,1003.0,60.57
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,2018575,1924748,2892155,1542688,1349467,1413297,1045585,367712,1096081,317216,2530026,28308,23029,46157,1315803,2046051,1713405,87522,11446,1268,19560,1929,62142,581509,869721,149034,274653,0,1066289,1066289,230962,596591,685215,811501,517425,558090,45937,3445721,556902,4002623,954.0,73.34
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,1880800,1895469,2206829,1257238,949591,1876768,1049463,827305,1590304,286464,1899501,360390,756859,168340,591179,3491139,244723,24979,2086,332,312,115,12583,344667,926768,8831,46584,877236,288044,1165280,340372,453505,482842,463403,293493,256633,35312,2325560,1280393,3605953,1008.0,58.44
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,1390988,1406382,1630234,901640,728594,1410062,802906,607156,1215871,194191,1387308,224972,804537,19799,360754,2595321,158887,33463,655,217,459,539,7829,219710,668519,8628,42171,669262,201363,870625,295639,346118,329630,238811,154774,160804,25456,1551232,875272,2426504,1011.0,58.28
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,2267375,2250023,3009718,1598959,1410759,2048880,1327299,721581,1744978,303902,2468518,150166,1006976,48444,843294,4023678,307043,145598,1393,863,6320,906,31597,632890,1163932,30438,101450,909292,567042,1476334,618101,692968,630603,531821,312753,328454,54728,3169428,1352499,4521927,992.0,66.63
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,2039227,2014236,2127161,1246369,880792,2029425,1164122,865303,1757520,271905,2024038,310954,1037302,60791,620378,3328380,670737,33165,737,255,2235,434,17520,195001,816721,10081,56478,783853,306982,1090835,521327,672951,466940,271828,152453,115504,19282,2220285,1517933,3738218,988.0,52.48
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,2050386,2002642,1940646,1158386,782260,2082501,1140067,942434,1815643,266858,1970527,569142,931084,57846,524429,3673456,334172,21345,658,290,388,267,22452,136843,757821,6153,60812,848963,161052,1010015,419379,596134,441585,308575,169083,98227,16121,2049104,1604319,3653423,977.0,47.88
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,1523030,1510258,1637137,953406,683731,1442203,837874,604329,1195494,246709,1591085,353221,571129,67642,450211,2637313,342449,34301,1309,554,457,217,16688,163074,604719,8635,47170,593653,195479,789132,324267,503713,481984,373729,201928,127493,16466,2029580,1199818,3229398,992.0,53.97
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,1759772,1729037,2001019,1160757,840262,1741693,976428,765265,1493419,248274,1747116,325224,863131,45124,508214,3249231,188646,35025,937,241,250,132,14347,228818,789225,7715,53777,833504,197433,1030937,369537,518669,471233,367424,238695,196134,27003,2188695,1294811,3483506,983.0,57.36
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,1250641,1300694,1389810,790214,599596,1261076,684320,576756,1055965,205111,1290259,278102,448281,171311,363382,2123426,391596,19653,2357,1847,542,146,11768,186740,545913,5261,35036,565165,155133,720298,269487,421399,338668,396396,223365,141850,13382,1804547,1041862,2846409,1040.0,54.47
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,1714764,1682684,1904435,1107686,796749,1700567,991842,708725,1463508,237059,1696881,280029,889218,42603,488717,3150195,220654,18775,266,97,204,206,7051,290947,763746,6151,43611,873486,214089,1087575,489805,495556,368919,249034,142026,133627,21976,1900943,1218310,3119253,981.0,56.05
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,1341738,1361376,1495381,857824,637557,1290288,766483,523805,936244,354044,1412826,165317,700833,34479,389659,2666950,9025,18879,193,77,160,106,7724,149554,615432,3988,32280,752752,149684,902436,291793,348354,319244,251521,146721,121213,21031,1499877,1009992,2509869,1015.0,55.32
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,1161477,1182997,1238388,707503,530885,1157962,679289,478673,953215,204747,1186512,212285,557254,27469,360954,2299129,16423,17853,380,114,815,183,9577,140361,527736,4453,24128,592458,157056,749514,250446,300057,257468,186576,115144,103591,27041,1240323,1031683,2272006,1019.0,52.82
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,1759281,1753295,2065023,1179790,885233,1705655,960926,744729,1442197,263458,1806921,401646,758092,43550,502367,3273755,197333,31377,1453,253,569,126,7710,237349,828077,12952,59006,758738,288249,1046987,314252,457529,454322,430242,279234,248942,27663,2212184,1191252,3403436,997.0,58.79
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,1964918,1972048,2652389,1379223,1273166,1773112,1199338,573774,1534166,238946,2163854,155275,1061787,33861,522189,3733191,86142,109120,288,209,1578,211,6227,435334,1017568,12050,55613,1007255,248373,1255628,595331,718960,585595,415178,215863,207586,33329,2771842,1028767,3800609,1004.0,67.37
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,76948,71278,73174,44027,29147,62966,39329,23637,50765,12201,85260,39732,4208,496,18530,47683,2134,35969,94,50381,95,11738,132,4762,14593,170,1486,33422,6498,39920,20425,22537,17354,10032,5641,3633,834,80456,57290,137746,926.0,49.37
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,38775,39915,38449,21599,16850,31710,16424,15286,27123,4587,46980,21835,1063,273,8539,12333,652,37136,36,452,23,27868,190,3583,5318,57,885,14503,5215,19718,11713,10487,8852,6213,4510,2330,142,44247,31763,76010,1029.0,48.86
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,50116,49098,62576,34210,28366,40222,23591,16631,33578,6644,58992,20185,3565,493,15979,27854,2289,18254,69,776,30,49393,549,4866,14231,450,1582,19497,9524,29021,9938,13713,13968,10937,9498,6540,525,65119,21543,86662,980.0,63.07
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,45318,46758,36606,20258,16348,38044,18429,19615,24372,13672,54032,27417,2947,833,6847,4859,471,51189,43,121,81,34158,1154,586,3911,95,969,18603,1092,19695,12661,15054,12264,6997,4353,2031,299,53659,42621,96280,1032.0,39.76
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,76221,69505,83062,48380,34682,60945,38910,22035,50754,10191,84781,29909,7789,786,22461,99020,3846,10684,210,24452,104,7277,133,6549,17157,312,1471,33599,11372,44971,19306,25179,20643,13070,7612,5180,584,91574,52421,143995,912.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,28053,26027,31849,18087,13762,22326,14102,8224,19829,2497,31754,9687,3354,233,9052,28915,2247,9213,33,2932,19,10393,328,3068,5932,207,742,12000,3950,15950,5875,7957,7351,5508,3570,2795,85,33141,14406,47547,928.0,58.89
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,41843,41187,54057,29470,24587,30202,17339,12863,22669,7533,52828,13656,1968,435,14143,9551,1482,34402,27,193,13,37085,277,4211,12493,381,1598,18112,5365,23477,8492,10821,11661,9861,7674,5230,295,54034,17273,71307,984.0,65.11
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,89182,87391,121048,65794,55254,65772,41263,24509,51157,14615,110801,14104,1859,1543,48266,57027,6148,84397,310,4768,139,22586,1198,22966,30539,2477,7418,20308,30180,50488,15368,21956,21376,20007,17342,13840,926,110815,30360,141175,980.0,68.55
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,29151,20826,26073,17720,8353,28561,19554,9007,24430,4131,21416,7631,1581,114,19235,11842,787,776,1164,34920,72,349,67,3794,8635,96,494,10730,2452,13182,4904,4730,4029,2140,1989,1379,667,19838,19203,39041,714.0,52.17
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,57604,54371,47974,29313,18661,50169,27545,22624,44262,5907,61806,35967,1811,836,11555,20682,1103,83361,61,778,43,5325,622,3104,16026,98,888,18420,6500,24920,13585,16989,12077,7834,4305,2134,182,57106,50628,107734,944.0,42.84
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,18699,16621,18195,10723,7472,17644,9968,7676,14524,3120,17676,9976,804,591,6273,5261,411,5643,27,2577,7,20967,427,1504,6198,97,392,8569,2182,10751,3952,5584,4915,2935,2211,1349,46,20992,11209,32201,889.0,51.51
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,41758,41690,45278,24807,20471,33370,17898,15472,25717,7653,50078,21690,1846,481,9353,13474,521,8779,28,297,11,59449,889,3123,5373,139,750,14542,4672,19214,10219,16118,15339,10348,8017,4276,473,64790,28364,93154,998.0,54.26
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,46155,37792,48492,29566,18926,42493,28313,14180,34752,7741,41454,14476,1705,801,25511,31265,1970,8466,328,36087,71,5556,204,7133,14188,202,887,17889,6306,24195,8836,10317,8428,5633,3987,2693,299,40193,25606,65799,819.0,57.77
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,58168,54106,64746,36777,27969,49177,29156,20021,43000,6177,63097,28852,1384,298,18643,15881,2218,29969,577,3311,49,60005,264,6115,14204,303,1300,22272,8503,30775,14227,17675,15908,11441,8418,6030,521,74220,27956,102176,930.0,57.67
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,867004,826618,897058,499038,398020,561824,445297,116527,439453,122371,1131798,205259,98946,30342,227277,492966,1198036,1020,112,49,399,14,1026,50806,84804,2078,25286,447189,52192,499381,210607,307884,300845,121924,87377,46947,8007,1083591,664161,1747752,953.0,52.97
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,375818,362986,434078,237114,196964,255806,197542,58264,191671,64135,482998,83442,47406,9485,115473,359145,371033,5924,384,236,871,9,1202,29937,49866,2523,12959,181923,38470,220393,93591,138294,133643,55924,35491,20221,2267,479431,260721,740152,966.0,58.75
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,886284,850333,1174128,639946,534182,608062,469752,138310,471259,136803,1128555,120356,68664,24466,394576,1038985,654816,37635,280,341,1673,98,2789,62135,140205,5316,37541,346227,88933,435160,256855,447993,379469,156156,79766,45341,12951,1378531,357907,1736438,959.0,67.61
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,475273,453227,487039,268666,218373,324843,246864,77979,241456,83387,603657,129456,81617,10542,103228,327322,597392,1688,431,57,724,19,867,17676,45444,1166,12084,268517,20189,288706,119027,163277,161153,59039,47398,22267,3079,575240,375556,950796,954.0,52.45
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,351249,334884,423028,237761,185267,316800,186577,130223,201364,115436,369333,231937,19181,7224,58458,655052,13475,8711,297,911,167,6315,1205,16547,28195,1192,10410,211758,16504,228262,79107,138838,136371,80804,55399,28006,2868,521393,194984,716377,953.0,61.65
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,676434,649901,884531,491361,393170,560557,368013,192544,391597,168960,765778,135194,61209,14362,349792,1198401,64526,52968,2261,4673,1055,46,2405,76292,136685,8817,34479,299852,77163,377015,143189,243607,301287,139813,89500,59380,6984,983760,340744,1324504,961.0,66.69
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,513292,494891,563577,304302,259275,362573,267118,95455,266376,96197,645610,126549,75828,14346,145850,347878,579929,77862,771,194,477,103,969,21455,78641,1364,13524,228610,39504,268114,124700,213510,183904,73683,39885,18294,3464,657440,375071,1032511,964.0,55.9
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,543161,523727,721764,396475,325289,479928,309104,170824,331210,148718,586960,190590,66616,15068,207654,917426,90312,50582,1131,3863,530,1347,1697,40889,82345,3073,17636,292893,34190,327083,117393,223902,261192,111145,66197,36887,4084,820800,258897,1079697,964.0,67.65
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,337890,321406,407366,226836,180530,214240,170792,43448,165193,49047,445056,65673,31248,7313,110006,251194,397653,8480,84,490,247,636,512,11035,44143,1211,10615,159215,16202,175417,88596,177984,139029,50056,28504,11608,4265,500042,173306,673348,951.0,61.79
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,556805,535451,794929,432335,362594,498618,320746,177872,338635,159983,593638,145885,53153,31543,268037,1008219,54684,21051,1540,2378,719,578,3087,71639,122063,5651,26357,286330,80824,367154,99454,201680,295444,128050,97025,62608,8433,892694,209170,1101864,962.0,72.78
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,778461,739081,995319,550219,445100,628954,428492,200462,421244,207710,888588,185803,99522,69106,274523,877495,601784,33297,319,185,1330,55,3077,70272,122191,3109,23468,390596,43849,434445,163849,290097,353861,154831,118849,55011,6444,1142942,392678,1535620,949.0,65.59
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,490167,466146,557214,314253,242961,383441,246193,137248,260482,122959,572872,223020,60952,9861,89608,766000,20290,157789,370,6260,397,3568,1639,18763,53918,1923,11340,215691,37185,252876,109324,212224,199289,93137,40602,18225,3426,676227,310093,986320,951.0,58.27
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,625864,602822,795297,435942,359355,399171,319798,79373,293392,105779,829515,94348,67033,17435,220355,521962,692489,11990,114,446,524,110,1051,28261,70951,1933,24699,261945,32695,294640,198059,333885,257931,76685,39637,21408,7903,935508,303785,1239293,963.0,64.73
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,452905,434237,489305,275220,214085,341131,236322,104809,253110,88021,546011,156753,56330,12423,115625,529068,252271,101091,93,1718,396,123,2382,15089,41373,1218,14063,204896,17115,222011,116899,166013,154715,78788,39571,17287,2733,576006,340601,916607,959.0,55.16
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,529674,512463,683486,375552,307934,429995,282250,147745,283533,146462,612142,239377,43922,10983,135713,797130,193476,46217,412,1074,250,2410,1168,32104,60296,1948,15011,293239,34694,327933,126950,212080,217497,107326,82885,44212,4731,795681,275677,1071358,968.0,65.59
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,1439112,1384656,1710716,921850,788866,979998,766728,213270,734993,245005,1843770,346123,196174,38122,399579,1225246,1563203,26844,3036,1073,1162,61,3143,89206,195631,5121,45956,674999,124186,799185,392616,638088,576214,199792,115864,66994,10351,1999919,873197,2873116,962.0,60.58
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,396006,375633,531771,293184,238587,267623,210202,57421,196773,70850,504016,58070,34984,19302,155267,491582,277488,429,62,27,1004,9,1038,37849,68313,1631,12360,210706,28238,238944,75866,141690,192771,81507,71734,39368,3693,606629,188960,795589,949.0,68.91
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,983904,940206,1108572,620525,488047,770606,537195,233411,558325,212281,1153504,249123,114865,25719,380899,1422824,350536,138166,1363,5088,1003,221,4909,70047,133368,4358,31254,483325,64528,547853,216097,416218,377653,141373,90385,49901,6412,1298039,627141,1925180,956.0,57.61
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,680231,647698,798322,453449,344873,557196,366623,190573,410188,147008,770733,149482,47756,13241,346717,1181347,48373,76877,1999,16228,837,395,1873,70471,161718,5135,27948,290704,90910,381614,150893,266717,276292,109805,61040,38152,7353,910252,417081,1327333,952.0,60.12
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,1463333,1348236,1195768,727643,468125,1069893,708391,361502,696410,373483,1741676,222913,691947,24367,130666,1593525,1207442,4116,371,187,1910,63,3955,17004,43290,2561,29796,659061,44213,703274,625357,426625,206161,112955,68177,39627,6938,1485840,1653766,3139606,921.0,42.53
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,1318684,1221389,1466002,868733,597269,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,24106,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,926.0,57.71
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,1924469,1776813,2503837,1430936,1072901,1575079,1015864,559215,1446636,128443,2126203,554518,396630,28033,595898,2545438,786677,15991,5142,309093,30981,1005,6955,246324,589477,23258,69937,551789,427343,979132,381695,686271,422964,537936,310762,253253,19101,2611982,819734,3431716,923.0,67.65
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1067140,967623,965321,590961,374360,771080,517817,253263,374097,396983,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,1035,3664,15459,62359,1704,22300,425604,18492,444096,408188,386707,196305,120653,63103,35767,3922,1214645,879831,2094476,907.0,47.44
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,1567660,1402881,1548673,918507,630166,938182,715345,222837,591811,346371,2032359,146035,430870,58167,303110,2554330,407348,2209,402,229,276,57,5690,49493,120373,4644,43127,594377,139248,733625,577601,484502,291877,207136,144783,101836,14599,1822334,1242551,3064885,895.0,52.13
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,1615663,1422103,1573066,937669,635397,983528,740056,243472,534129,449399,2054238,135161,475228,60461,312678,2487866,537098,3556,415,180,1050,32,7569,63241,174534,6764,46929,522527,130634,653161,614644,524322,300767,247079,154643,118843,16119,1976417,1139715,3116132,880.0,51.78
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,1430380,1298027,1599151,973486,625665,822493,640283,182210,512009,310484,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,48,7496,45763,62153,3661,34658,434559,77368,511927,581580,605307,367059,313509,163303,131137,10630,2172525,1005140,3177665,907.0,58.61
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,887977,818375,989807,593544,396263,538322,402180,136142,328547,209775,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858,27362,46760,1784,19324,299252,35405,334657,331675,420187,256124,178044,89306,64117,5224,1344677,457814,1802491,922.0,58.01
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,2059949,1877436,1816634,1125566,691068,1223640,947927,275713,731347,492293,2713745,236673,642115,44846,300006,3042729,881476,3534,832,245,236,101,8232,59510,127442,6280,53205,907174,95539,1002713,672797,490534,332382,224622,152540,129597,26073,2028545,2203198,4231743,911.0,46.14
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,2266566,2124852,2297613,1368803,928810,1664062,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345,57738,112617,6856,57011,696289,111282,807571,902272,757690,447480,342254,191824,131163,12047,2784730,1953368,4738098,937.0,52.32
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,1267666,1294346,1382998,793905,589093,728201,539586,188615,363111,365090,1833811,208959,338666,26049,154527,2119262,436057,2463,271,167,133,28,3631,31193,69375,3707,33596,515925,38133,554058,540603,470828,291624,223776,123249,79109,7690,1736879,977719,2714598,1021.0,53.98
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,916064,844341,858588,534385,324203,727571,452288,275283,445352,282219,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749,12984,32633,1839,22414,325909,30851,356760,420472,317612,153973,104211,56137,29633,3439,1085477,765297,1850774,922.0,48.77
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,585582,539731,618881,374412,244469,365378,266423,98955,251690,113688,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,3249,15507,27641,1106,11302,186660,28132,214792,211761,165906,117558,112966,68748,45519,3539,725997,495877,1221874,922.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,1600430,1470599,1280190,762256,517934,1013566,760522,253044,667602,345964,2057463,168857,672291,20577,151841,1684589,1365645,8659,2754,212,507,2141,6522,32570,60900,2941,27263,668232,69838,738070,472616,444260,237243,133811,88498,57114,11896,1445438,1705551,3150989,919.0,41.69
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,883786,783100,768028,461153,306875,560805,398216,162589,306283,254522,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,115,2633,15401,40641,1580,21654,373696,21007,394703,350601,233494,130004,100555,65931,38697,5969,925251,903323,1828574,886.0,46.08
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,866970,823430,745056,439921,305135,529064,421192,107872,384416,144648,1161336,107862,321867,11633,87702,531236,1149095,5783,398,183,1476,28,2201,11715,58718,1093,14073,401793,43357,445150,356401,235779,89025,42778,25989,15386,3761,769119,945397,1714516,950.0,44.08
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,526345,474567,507270,305182,202088,326576,240494,86082,201866,124710,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,52,2821,12938,44491,1186,8862,175882,31763,207645,172076,149312,111684,85807,48001,27261,3814,597955,450967,1048922,902.0,50.68
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1047559,954203,834577,517666,316911,777546,496046,281500,443507,334039,1224216,190809,484062,16347,86328,1753829,241760,1342,170,60,133,81,4387,12302,23236,1397,23309,486278,24000,510278,340813,189431,114474,99437,79891,44955,6509,875510,1202278,2077788,911.0,41.69
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,2329313,2158066,2155338,1340085,815253,1636938,1105947,530991,1074091,562847,2850441,396880,940642,54934,244482,3652168,818912,3262,564,328,442,169,11534,47090,113281,5319,65548,1047552,41234,1088786,783888,771417,520875,303114,170563,137780,11352,2698989,2003079,4702068,926.0,48.03
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,729041,638724,801817,473741,328076,426658,327453,99205,233402,193256,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,61,2576,49141,90461,2653,17946,222281,85782,308063,226699,158699,146414,147152,101907,64469,4394,849734,498676,1348410,876.0,58.62
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,2527497,2273565,2509232,1487117,1022115,1547586,1195308,352278,910304,637282,3253476,273436,769001,65253,439896,4032773,745546,5149,933,288,382,98,15893,87796,180651,10290,73012,998694,120700,1119394,1092952,743623,419433,299475,194920,138916,14475,2903794,1924438,4828232,900.0,52.26
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,1497060,1380593,1519933,919558,600375,1045420,703405,342015,740949,304471,1832233,221240,534021,52585,237574,2669775,198033,1978,393,414,561,64,6435,43761,101378,4156,43848,514141,102522,616663,581978,486266,320839,274556,177358,133032,11159,1985188,1324385,3309573,922.0,52.82
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1144668,1074478,1091012,659474,431538,817041,539439,277602,508509,308532,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,8048,20522,31162,1841,28411,379551,45323,424874,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,2580956,939.0,49.16
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,2061110,1873932,1759481,1091226,668255,1478947,999282,479665,797544,681403,2456095,217539,998833,38691,223884,3047427,865090,8469,926,1337,296,1895,9602,38414,57546,3495,41143,839514,96620,936134,1053481,543965,250243,159563,98732,70669,6035,2182688,1710878,3893566,909.0,44.71
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,3078512,2759953,3459679,2028047,1431632,1881886,1436411,445475,1371267,510619,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,21668,321307,546859,40692,132582,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,46126,4920726,2590473,7511199,897.0,59.26
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,2681209,2418162,2276957,1407603,869354,1737539,1260774,476765,1132789,604750,3361832,349032,1057417,46164,284926,4086453,990349,4865,668,878,464,104,15590,52358,74979,7719,70258,1142260,101565,1243825,1280809,982506,450631,241118,121594,68781,5149,3150588,2142757,5293345,902.0,44.65
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,1699370,1565249,1332326,805261,527065,1143318,803275,340043,776385,366933,2121301,197424,745015,28840,172039,1989420,1255641,7989,614,353,1450,650,8502,33688,86058,4170,33664,712847,85749,798596,668690,360243,184327,119259,83226,59996,11116,1486857,1798786,3285643,921.0,40.81
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,1543546,1416372,1799832,1061783,738049,924879,707939,216940,542439,382440,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185,41659,114893,4594,36279,512383,95678,608061,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,918.0,60.81
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,997174,903487,804996,506374,298622,649898,456724,193174,363326,286572,1250763,164600,356833,18651,109814,1629254,266620,1292,197,60,109,8,3121,21651,41342,1668,19415,432651,38046,470697,348300,194897,104182,90182,64560,47051,6016,855188,1151349,2006537,906.0,42.35
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,2230003,2031563,2142880,1293575,849305,1343400,1037576,305824,907433,435967,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,112,5283,46123,88021,5379,50918,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,19126,2549708,1996651,4546359,911.0,50.28
